plain_roman,count,diacritics,urdu,devanagari,meter
zamaa;n,1,zamāñ,زماں,ज़माँ,cscvn
;haram,3,ḥaram,حرم,हरम,cscsc
muqaabil,6,muqābil,مقابل,मुक़ाबिल,cscvcsc
;xudaa,32,ḳhudā,خدا,ख़ुदा,cscv
aah-o-fi;gaa;n,1,āh-o-fiġhāñ,آہ و فغاں,आह‐ओ‐फ़िग़ाँ,vc<h+wb>ocscvn
taa;xtan,1,tāḳhtan,تاختن,ताख़्तन,cvccsc
dil-o-jaa;n,1,dil-o-jāñ,دل و جاں,दिल‐ओ‐जाँ,cscocvn
mun;harif,1,munḥarif,منحرف,मुंहरिफ़,csccscsc
dast,3,dast,دست,दस्त,cscc
pur-pech-o-;xam,1,pur-pech-o-ḳham,پر پیچ و خم,पुर-पेच‐ओ‐ख़म,cscbcvcocsc
larazne,1,larazne,لرزنے,लरज़ने,cscsccv
chup,3,chup,چپ,चुप,csc
ni((mat,1,niʿmat,نعمت,निमत,csccsc
kaafar,1,kāfar,کافر,काफ़र,cvcsc
((anqaa,4,ʿanqā,عنقا,अंक़ा,csccv
pareshaaniyaa;n,1,pareshāniyāñ,پریشانیاں,परेशानियाँ,cscvcvcscvn
;xair,1,ḳhair,خیر,ख़ैर,cvc
miinaa-e,3,mīnā-e,مینائے,मीना-ए,cvcv<aa+z>z
((alam,1,ʿalam,علم,अलम,cscsc
gulzaar,2,gulzār,گلزار,गुलज़ार,csccvc
:zaahira:n,1,z̤āhiraṅ,ظاہراً,ज़ाहिरन,cvcscsc
tang,9,tang,تنگ,तंग,cscc
tasliim,3,taslīm,تسلیم,तसलीम,csccvc
burdan-e,1,burdan-e,بردنِ,बुर्दन-ए,csccscz
:tuulaanii,1,t̤ūlānī,طولانی,तूलानी,cvcvcv
milegaa,1,milegā,ملےگا,मिलेगा,cscv_e_futcv
faut-e,1,faut-e,فوتِ,फ़ौत-ए,cvcz
tasliim-e,1,taslīm-e,تسلیمِ,तसलीम-ए,csccvcz
;xuu;n,29,ḳhūñ,خوں,ख़ूँ,cvn
thamaa,1,thamā,تھما,थमा,cscv
aarzuu))e;n,1,ārzūʾeñ,آرزوئیں,आर्ज़ुएँ,vccvcvn
banegii,1,banegī,بنےگی,बनेगी,cscv_e_futcv
mai-o-saa;gar,1,mai-o-sāġhar,مے و ساغر,मै‐ओ‐साग़र,cvocvcsc
((uzlat-guziin-e,1,ʿuzlat-guzīn-e,عزلت گزینِ,उज़्लत-गुज़ीन-ए,csccscbcscvcz
is,38,is,اس,इस,sc
aa;gaaz,1,āġhāz,آغاز,आग़ाज़,vcvc
yuusuf,6,yūsuf,یوسف,यूसुफ़,cvcsc
ik,70,ik,اک,इक,sc
in,6,in,ان,इन,sc
hunar,4,hunar,ہنر,हुनर,cscsc
jeb-o-daaman,1,jeb-o-dāman,جیب و دامن,जेब‐ओ‐दामन,cvcocvcsc
farsh,1,farsh,فرش,फ़र्श,cscc
ayaa;g,1,ayāġh,ایاغ,अयाग़,scvc
hone,4,hone,ہونے,होने,cvcv
sazaa,4,sazā,سزا,सज़ा,cscv
shuhuud-o-shaahid-o-mashhuud,1,shuhūd-o-shāhid-o-mashhūd,شہود و شاہد و مشہود,शुहूद‐ओ‐शाहिद‐ओ‐मशहूद,cscvcocvcscocsccvc
taazah-vaaridaan-e,1,tāzah-vāridān-e,تازہ واردانِ,ताज़ा-वारिदान-ए,cvcsc<h+wb>bcvcscvcz
dil-aazurdagaa;n,1,dil-āzurdagāñ,دل آزردگاں,दिल-आज़ुर्दगाँ,cscbvcsccscvn
man((-e,2,manʿ-e,منعِ,मं-ए,csccz
((alii,2,ʿalī,علی,अली,cscv
yaaro;n,1,yāroñ,یاروں,यारों,cvcvn
kaash,7,kāsh,کاش,काश,cvc
vaa-bastah,2,vā-bastah,وا بستہ,वा-बस्ता,cvbcsccsc<h+wb>
ra;hmat,2,raḥmat,رحمت,रहमत,csccsc
hamvaar,1,hamvār,ہموار,हमवार,csccvc
kis,80,kis,کس,किस,csc
daamaa;n,1,dāmāñ,داماں,दामाँ,cvcvn
jaaved,4,jāved,جاوید,जावेद,cvcvc
;gala:tiihaa-e,1,ġhalat̤īhā-e,غلطیہائے,ग़लतीहा-ए,cscscvcv<aa+z>z
kii,305,kī,کی,की,cv
kih,422,kih,کہ,कि,csc<h+wb>
malak-ul-maut,1,malak-ul-maut,ملک الموت,मलक-उल-मौत,cscscbalcvc
naa-sazaa,2,nā-sazā,نا سزا,ना-सज़ा,cvbcscv
tund,1,tund,تند,तुंद,cscc
dar-havaa-e,1,dar-havā-e,در ہوائے,दर-हवा-ए,cscbcscv<aa+z>z
aa;zar-fishaa;n,1,āżar-fishāñ,آذر فشاں,आज़र-फ़िशाँ,vcscbcscvn
:tay,1,t̤ay,طی,तय,csc
shikvah,4,shikvah,شکوہ,शिक्वा,csccsc<h+wb>
rishtah-e,11,rishtah-e,رشتۂ,रिश्ता-ए,csccscz
;hasrataa,1,ḥasratā,حسرتا,हस्रता,csccscv
dars-e,4,dars-e,درسِ,दर्स-ए,csccz
;xuu;n-bahaa,4,ḳhūñ-bahā,خوں بہا,ख़ूँ-बहा,cvnbcscv
mile;nge,1,mileñge,ملیں گے,मिलेंगे,cscv_e_futncv
shu((lah-anduud-e,1,shuʿlah-andūd-e,شعلہ اندودِ,शुला-अंदूद-ए,csccsc<h+wb>bsccvcz
:tilism,1,t̤ilism,طلسم,तिलिस्म,cscscc
guzaaraa,2,guzārā,گزارا,गुज़ारा,cscvcv
gauhar-e,2,gauhar-e,گوہرِ,गौहर-ए,cvcscz
pardah-daarii,2,pardah-dārī,پردہ داری,पर्दा-दारी,csccsc<h+wb>bcvcv
aahe;n,2,āheñ,آہیں,आहें,vcvn
nikalnaa,1,nikalnā,نکلنا,निकलना,cscsccv
punbah-e,2,punbah-e,پنبۂ,पुंबा-ए,csccscz
humaa,4,humā,ہما,हुमा,cscv
shevah-e,1,shevah-e,شیوۂ,शेवा-ए,cvcscz
yahaa;n,1,yahāñ,یہاں,यहाँ,cscvn
hai,1231,hai,ہے,है,cv
shiir,1,shīr,شیر,शीर,cvc
ham,206,ham,ہم,हम,csc
nihaalii,1,nihālī,نہالی,निहाली,cscvcv
qa:t((-e,3,qat̤ʿ-e,قطعِ,क़त्-ए,csccz
:turfah,1,t̤urfah,طرفہ,तुर्फ़ा,csccsc<h+wb>
sanam-parasto;n,1,sanam-parastoñ,سنم پرستوں,सनम-परस्तों,cscscbcscsccvn
;hasrat-parast-e,1,ḥasrat-parast-e,حسرت پرستِ,हस्रत-परस्त-ए,csccscbcscsccz
hay,8,hay,ہی,हय,csc
darbaanii,1,darbānī,دربانی,दरबानी,csccvcv
bastan-e,1,bastan-e,بستنِ,बस्तन-ए,csccscz
har,84,har,ہر,हर,csc
;gam,37,ġham,غم,ग़म,csc
tal;xii-e,1,talḳhī-e,تلخیِ,तलख़ी-ए,csccv<ii+z>z
niiruu-e,1,nīrū-e,نیروئے,नीरू-ए,cvcvz
baal-o-par,5,bāl-o-par,بال و پر,बाल‐ओ‐पर,cvcocsc
khaane,1,khāne,کھانے,खाने,cvcv
diidah-o-dil,1,dīdah-o-dil,دیدہ و دل,दीदा‐ओ‐दिल,cvcsc<h+wb>ocsc
aavaazah,1,āvāzah,آوازہ,आवाज़ा,vcvcsc<h+wb>
batlaa))e;n,1,batlāʾeñ,بتلائیں,बतलाएँ,csccvcvn
mauj-e,36,mauj-e,موجِ,मौज-ए,cvcz
;hayaat-o-band-e,1,ḥayāt-o-band-e,حیات و بندِ,हयात‐ओ‐बंद-ए,cscvcocsccz
;xuun-e,15,ḳhūn-e,خونِ,ख़ून-ए,cvcz
surmah-saa,3,surmah-sā,سرمہ سا,सुर्मा-सा,csccsc<h+wb>bcv
raqiib,14,raqīb,رقیب,रक़ीब,cscvc
diivaar-juu,1,dīvār-jū,دیوار جو,दीवार-जू,cvcvcbcv
kholte,4,kholte,کھولتے,खोलते,cvccv
shaam,2,shām,شام,शाम,cvc
andaaze,1,andāze,اندازے,अंदाज़े,sccvcv
chhupnaa,1,chhupnā,چھپنا,छुपना,csccv
;xuubii-e,2,ḳhūbī-e,خوبیِ,ख़ूबी-ए,cvcv<ii+z>z
iraadah,1,irādah,ارادہ,इरादा,scvcsc<h+wb>
na:zaarah-parvar,1,naz̤ārah-parvar,نظارہ پرور,नज़ारा-पर्वर,cscvcsc<h+wb>bcsccsc
yuusuf-e,1,yūsuf-e,یوسفِ,यूसुफ़-ए,cvcscz
maana((,2,mānaʿ,مانع,माना,cvcsc
;xusrau,1,ḳhusrau,خسرو,ख़ुसरौ,csccv
shabnam,7,shabnam,شبنم,शब्नम,csccsc
naa-nihaadah,1,nā-nihādah,نا نہادہ,ना-निहादा,cvbcscvcsc<h+wb>
sang-dil,1,sang-dil,سنگ دل,संग-दिल,csccbcsc
((aish,5,ʿaish,عیش,ऐश,cvc
ro))e;nge,2,roʾeñge,روئیں گے,रोएंगे,cvcv_e_futncv
sote,2,sote,سوتے,सोते,cvcv
paas-e,4,pās-e,پاسِ,पास-ए,cvcz
be-taabii,2,be-tābī,بے تابی,बे-ताबी,cvbcvcv
ta.sviir,5,taṣvīr,تصویر,तस्वीर,csccvc
;gala:tii,1,ġhalat̤ī,غلطی,ग़लती,cscscv
.sub;h-dam,2,ṣubḥ-dam,صبح دم,सुब्ह-दम,csccbcsc
.sa;hraa-daadah,2,ṣaḥrā-dādah,صحرا دادہ,सहरा-दादा,csccvbcvcsc<h+wb>
aatish-baaz,1,ātish-bāz,آتش باز,आतिश-बाज़,vcscbcvc
jaa))uu;n,7,jāʾūñ,جاؤں,जाऊँ,cvcvn
bole,1,bole,بولے,बोले,cvcv
millat-o-mulk,1,millat-o-mulk,ملت و ملک,मिल्लत‐ओ‐मुल्क,csccscocscc
baa-vujuud-e,1,bā-vujūd-e,با وجودِ,बा-वुजूद-ए,cvbcscvcz
to;r,3,toṛ,توڑ,तोड़,cvc
kaasah-e,1,kāsah-e,کاسۂ,कासा-ए,cvcscz
tajaahul-peshagii,1,tajāhul-peshagī,تجاہل پیشگی,तजाहुल-पेशगी,cscvcscbcvcscv
liye,31,liye,لیے,लिये,cscv
diivaanagaa;n,1,dīvānagāñ,دیوانگاں,दीवानगाँ,cvcvcscvn
saraab,2,sarāb,سراب,सराब,cscvc
siyah,1,siyah,سیہ,सियह,cscsc<h+wb>
;xushk,3,ḳhushk,خشک,ख़ुश्क,cscc
qafas,6,qafas,قفس,क़फ़स,cscsc
bar-ham,3,bar-ham,بر ہم,बर-हम,cscbcsc
;xuubaa;n,8,ḳhūbāñ,خوباں,ख़ूबाँ,cvcvn
taufiir-e,1,taufīr-e,توفیرِ,तौफ़ीर-ए,cvcvcz
baniye,1,baniye,بنیے,बनिये,cscscv
shafaa,1,shafā,شفا,शफ़ा,cscv
rau;ndii,1,rauñdī,روندی,रौंदी,cvncv
sunte,2,sunte,سنتے,सुनते,csccv
chashmhaa-e,1,chashmhā-e,چشمہائے,चश्म्हा-ए,cscccv<aa+z>z
daur,1,daur,دور,दौर,cvc
laa))e,2,lāʾe,لائے,लाए,cvcv
sulaimaa;n,1,sulaimāñ,سلیماں,सुलैमाँ,cscvcvn
rakhyo,2,rakhyo,رکھیو,रखयो,csccv
;daraataa,2,ḍarātā,ڈراتا,डराता,cscvcv
rakhye,1,rakhye,رکھیے,रखये,csccv
baarish,1,bārish,بارش,बारिश,cvcsc
nigaahe;n,2,nigāheñ,نگاہیں,निगाहें,cscvcvn
burdah,1,burdah,بردہ,बुर्दा,csccsc<h+wb>
raftah,4,raftah,رفتہ,रफ़्ता,csccsc<h+wb>
khaave;nge,1,khāveñge,کھاویں گے,खावेंगे,cvcv_e_futncv
rah-o-rasm-e,1,rah-o-rasm-e,رہ و رسمِ,रह‐ओ‐रस्म-ए,csc<h+wb>ocsccz
pardaaz-e,1,pardāz-e,پردازِ,पर्दाज़-ए,csccvcz
mar;habaa,3,marḥabā,مرحبا,मर्हबा,csccscv
sufrah,1,sufrah,سفرہ,सुफ़्रा,csccsc<h+wb>
paa))idaarii,1,pāʾidārī,پائداری,पाइदारी,cvcscvcv
;xuubaan-e,1,ḳhūbān-e,خوبانِ,ख़ूबान-ए,cvcvcz
nab.z-e,4,nabẓ-e,نبضِ,नब्ज़-ए,csccz
kaa;n,1,kāñ,کاں,काँ,cvn
kau;nd,1,kauñd,کوند,कौंद,cvnc
jaane;n,1,jāneñ,جانیں,जानें,cvcvn
navaazish'haa-e,1,navāzish'hā-e,نوازشہائے,नवाज़िशहा-ए,cscvcscbcv<aa+z>z
faaqah-mastii,1,fāqah-mastī,فاقہ مستی,फ़ाक़ा-मस्ती,cvcsc<h+wb>bcsccv
sar-taa-sar-e,1,sar-tā-sar-e,سر تا سرِ,सर-ता-सर-ए,cscbcvbcscz
fahm,1,fahm,فہم,फ़हम,cscc
laate,1,lāte,لاتے,लाते,cvcv
badr,1,badr,بدر,बद्र,cscc
sar-chashmah-e,1,sar-chashmah-e,سر چشمۂ,सर-चश्मा-ए,cscbcsccscz
:talab,6,t̤alab,طلب,तलब,cscsc
bazm,18,bazm,بزم,बज़्म,cscc
diigar,2,dīgar,دیگر,दीगर,cvcsc
tuu;nbe,1,tūñbe,تونبے,तूंबे,cvncv
va;hshiyo;n,1,vaḥshiyoñ,وحشیوں,वहशियों,csccscvn
kushuudah,1,kushūdah,کشودہ,कुशूदा,cscvcsc<h+wb>
zard,1,zard,زرد,ज़र्द,cscc
sub;hah-o-zunnaar,1,subḥah-o-zunnār,سبحہ و زنّار,सुब्हा‐ओ‐ज़ुन्नार,csccsc<h+wb>ocsccvc
raq.s-e,1,raqṣ-e,رقصِ,रक़्स-ए,csccz
bulbul,6,bulbul,بلبل,बुल्बुल,csccsc
kho,2,kho,کھو,खो,cv
daulat-o-dii;n,1,daulat-o-dīñ,دولت و دیں,दौलत‐ओ‐दीं,cvcscocvn
bedard,1,bedard,بیدرد,बेदर्द,cvcscc
gul;xan,3,gulḳhan,گلخن,गुल्ख़न,csccsc
ba;gair,13,baġhair,بغیر,बग़ैर,cscvc
arbaab-e,5,arbāb-e,اربابِ,अर्बाब-ए,sccvcz
jaave,8,jāve,جاوے,जावे,cvcv
((ibaarat,2,ʿibārat,عبارت,इबारत,cscvcsc
zang,1,zang,زنگ,ज़ंग,cscc
ishaarah,2,ishārah,اشارہ,इशारा,scvcsc<h+wb>
iqaamat,1,iqāmat,اقامت,इक़ामत,scvcsc
phiraa,1,phirā,پھرا,फिरा,cscv
mukaafaat,1,mukāfāt,مکافات,मुकाफ़ात,cscvcvc
gunjaa))ish,1,gunjāʾish,گنجائش,गुंजाइश,csccvcsc
;xvaabiidah,1,ḳhvābīdah,خوابیدہ,ख़्वाबीदा,c<;xv>vcvcsc<h+wb>
pusht-garmii-e,2,pusht-garmī-e,پشت گرمیِ,पुश्त-गर्मी-ए,csccbcsccv<ii+z>z
.sa;hraa-gard,1,ṣaḥrā-gard,صحرا گرد,सहरा-गर्द,csccvbcscc
;gunchah-e,2,ġhunchah-e,غنچۂ,ग़ुंचा-ए,csccscz
;gubaar,3,ġhubār,غبار,ग़ुबार,cscvc
aashnaa))ii,1,āshnāʾī,آشنائی,आश्नाई,vccvcv
daa;g-e,33,dāġh-e,داغِ,दाग़-ए,cvcz
niyaaz,4,niyāz,نیاز,नियाज़,cscvc
ijaazat-e,1,ijāzat-e,اجازتِ,इजाज़त-ए,scvcscz
shabaanah,1,shabānah,شبانہ,शबाना,cscvcsc<h+wb>
;halqah'haa-e,1,ḥalqah'hā-e,حلقہہائے,हल्क़हहा-ए,csccsc<h+wb>bcv<aa+z>z
punbah-aagii;n,1,punbah-āgīñ,پنبہ آگیں,पुंबा-आगीं,csccsc<h+wb>bvcvn
mujhii,2,mujhī,مجھی,मुझी,cscv
sa:tvat-e,2,sat̤vat-e,سطوتِ,सत्वत-ए,csccscz
.suvar,1,ṣuvar,صور,सुवर,cscsc
ruu;h-e,1,rūḥ-e,روحِ,रूह-ए,cvcz
tim;saal,5,timṡāl,تمثال,तिमसाल,csccvc
bahaar-iijaadii-e,1,bahār-ījādī-e,بہار ایجادیِ,बहार-ईजादी-ए,cscvcbvcvcv<ii+z>z
gul-farosh,1,gul-farosh,گل فروش,गुल-फ़रोश,cscbcscvc
andaazah-e,3,andāzah-e,اندازۂ,अंदाज़ा-ए,sccvcscz
pahchaantaa,1,pahchāntā,پہچانتا,पहचानता,csccvccv
madaar,2,madār,مدار,मदार,cscvc
bane;nge,1,baneñge,بنیں گے,बनेंगे,cscv_e_futncv
fat;h-al-baab,1,fatḥ-al-bāb,فتح الباب,फ़त्ह-अल-बाब,csccbalcvc
naa-((aaqibat-andesh,1,nā-ʿāqibat-andesh,نا عاقبت اندیش,ना-आक़िबत-अंदेश,cvbcvcscscbsccvc
af((ii,2,afʿī,افعی,अफ़्ी,sccv
chain,1,chain,چین,चैन,cvc
vaqt-e,7,vaqt-e,وقتِ,वक़्त-ए,csccz
i((tiqaad,1,ětiqād,اعتقاد,एतक़ाद,sccscvc
;xaanah-viiraa;n-saaz,1,ḳhānah-vīrāñ-sāz,خانہ ویراں ساز,ख़ाना-वीराँ-साज़,cvcsc<h+wb>bcvcvnbcvc
baraa-e,2,barā-e,برائے,बरा-ए,cscv<aa+z>z
javaahir,1,javāhir,جواہر,जवाहिर,cscvcsc
;than;daa,2,ṭhanḍā,ٹھنڈا,ठंडा,csccv
kaa;ga;zii,1,kāġhażī,کاغذی,काग़ज़ी,cvcscv
davaa,7,davā,دوا,दवा,cscv
;hijr,2,ḥijr,حجر,हिज्र,cscc
laataa,1,lātā,لاتا,लाता,cvcv
afsaanah,3,afsānah,افسانہ,अफ़्साना,sccvcsc<h+wb>
pesh-e,2,pesh-e,پیشِ,पेश-ए,cvcz
.sile,1,ṣile,صلے,सिले,cscv
zabuunii-kash-e,1,zabūnī-kash-e,زبونی کشِ,ज़बूनी-कश-ए,cscvcvbcscz
nuktah-saraa,1,nuktah-sarā,نکتہ سرا,नुक्ता-सरा,csccsc<h+wb>bcscv
va.sl-e,2,vaṣl-e,وصلِ,वस्ल-ए,csccz
jam((-o-;xarj,1,jamʿ-o-ḳharj,جمع و خرج,जम्‐ओ‐ख़र्ज,csccocscc
hu))e,61,huʾe,ہوئے,हुए,cscv
lagaava;t,1,lagāvaṭ,لگاوٹ,लगावट,cscvcsc
dil-lagii,2,dil-lagī,دل لگی,दिल-लगी,cscbcscv
;xajlat,1,ḳhajlat,خجلت,ख़ज्लत,csccsc
bahlaa))o,1,bahlāʾo,بہلاؤ,बहलाओ,csccvcv
dii;n-daar,1,dīñ-dār,دیں دار,दीं-दार,cvnbcvc
sar-taa-qadam,1,sar-tā-qadam,سر تا قدم,सर-ता-क़दम,cscbcvbcscsc
barsh-kaal,1,barsh-kāl,برش کال,बर्श-काल,csccbcvc
rusvaa,7,rusvā,رسوا,रुस्वा,csccv
mardumak-e,1,mardumak-e,مردمکِ,मर्दुमक-ए,csccscscz
aazmaanaa,1,āzmānā,آزمانا,आज़्माना,vccvcv
kiyaa,26,kiyā,کیا,किया,cscv
aatish-parast,1,ātish-parast,آتش پرست,आतिश-परस्त,vcscbcscscc
be-;haa.sil,1,be-ḥāṣil,بے حاصل,बे-हासिल,cvbcvcsc
nuq.saa;n,1,nuqṣāñ,نقصاں,नुक़साँ,csccvn
ishtiyaaq-angez,1,ishtiyāq-angez,اشتیاق انگیز,इश्तियाक़-अंगेज़,sccscvcbsccvc
lahuu,7,lahū,لہو,लहू,cscv
;xaamah-farsaa,1,ḳhāmah-farsā,خامہ فرسا,ख़ामा-फ़रसा,cvcsc<h+wb>bcsccv
naamah-bar,7,nāmah-bar,نامہ بر,नामा-बर,cvcsc<h+wb>bcsc
((anbarii;n,1,ʿanbarīñ,عنبریں,अंबरीं,csccscvn
((azm-e,2,ʿazm-e,عزمِ,अज़्म-ए,csccz
ek-aadh,1,ek-ādh,ایک آدھ,एक-आध,vcbvc
nayistaa;n,1,nayistāñ,نیستاں,नयिस्ताँ,cscsccvn
dil,223,dil,دل,दिल,csc
din,40,din,دن,दिन,csc
dii,11,dī,دی,दी,cv
kabuud,1,kabūd,کبود,कबूद,cscvc
.suurat,6,ṣūrat,صورت,सूरत,cvcsc
.sar.sar,1,ṣarṣar,صرصر,सर्सर,csccsc
naa-;xvush,1,nā-ḳhvush,نا خوش,ना-ख़ुश,cvbc<;xv>sc
giryah,10,giryah,گریہ,गिर्या,csccsc<h+wb>
haath,20,hāth,ہاتھ,हाथ,cvc
;xuu;n-baar,1,ḳhūñ-bār,خوں بار,ख़ूँ-बार,cvnbcvc
vaqf-e,2,vaqf-e,وقفِ,वक़्फ़-ए,csccz
pindaar,1,pindār,پندار,पिंदार,csccvc
kyuu;n,100,kyūñ,کیوں,क्यूँ,ccvn
buud,1,būd,بود,बूद,cvc
sataataa,1,satātā,ستاتا,सताता,cscvcv
;haasid,1,ḥāsid,حاسد,हासिद,cvcsc
ba;xyah-e,1,baḳhyah-e,بخیۂ,बख़्या-ए,csccscz
si;hr,2,siḥr,سحر,सिहर,cscc
barii;n,1,barīñ,بریں,बरीं,cscvn
aazmaa))ish,12,āzmāʾish,آزمائش,आज़्माइश,vccvcsc
rah-guzar-e,1,rah-guzar-e,رہ گزرِ,रह-गुज़र-ए,csc<h+wb>bcscscz
sijdah-e,2,sijdah-e,سجدۂ,सिज्दा-ए,csccscz
da((vaa-e,2,daʿvā-e,دعوائے,दावा-ए,csccv<aa+z>z
namuud-e,1,namūd-e,نمودِ,नमूद-ए,cscvcz
te;g-e,13,teġh-e,تیغِ,तेग़-ए,cvcz
baad-e,2,bād-e,بادِ,बाद-ए,cvcz
anguur,1,angūr,انگور,अंगूर,sccvc
biim-e,2,bīm-e,بیمِ,बीम-ए,cvcz
puuchhtaa,2,pūchhtā,پوچھتا,पूछता,cvccv
((aari.z-e,1,ʿāriẓ-e,عارضِ,आरिज़-ए,cvcscz
shiirii;n,3,shīrīñ,شیریں,शीरीं,cvcvn
likhuu;n,1,likhūñ,لکھوں,लिखूँ,cscvn
iijaad-e,1,ījād-e,ایجادِ,ईजाद-ए,vcvcz
;haqiiqat,5,ḥaqīqat,حقیقت,हक़ीक़त,cscvcsc
.sad-daanah,1,ṣad-dānah,صد دانہ,सद-दाना,cscbcvcsc<h+wb>
;xuu;n-naabah-mashrab,1,ḳhūñ-nābah-mashrab,خوں نابہ مشرب,ख़ूँ-नाबा-मश्रब,cvnbcvcsc<h+wb>bcsccsc
;xuu;n-gashtah-e,1,ḳhūñ-gashtah-e,خوں گشتۂ,ख़ूँ-गश्ता-ए,cvnbcsccscz
naa.siyah-saa,1,nāṣiyah-sā,ناصیہ سا,नासिया-सा,cvcscsc<h+wb>bcv
shorish-e,1,shorish-e,شورشِ,शोरिश-ए,cvcscz
mi;taa,2,miṭā,مٹا,मिटा,cscv
kaf-e,11,kaf-e,کفِ,कफ़-ए,cscz
rahegaa,3,rahegā,رہےگا,रहेगा,cscv_e_futcv
u;thye,1,uṭhye,اٹھیے,उठ्ये,sccv
ugaataa,1,ugātā,اگاتا,उगाता,scvcv
be-raunaqii,1,be-raunaqī,بے رونقی,बे-रौनक़ी,cvbcvcscv
aa))iine,4,āʾīne,آئینے,आईने,vcvcv
navaa-pardaaz,1,navā-pardāz,نوا پرداز,नवा-पर्दाज़,cscvbcsccvc
u;rtii,1,uṛtī,اڑتی,उड़ती,sccv
lu:tf,2,lut̤f,لطف,लुत्फ़,cscc
naa-saaz,1,nā-sāz,نا ساز,ना-साज़,cvbcvc
nisyaa;n,2,nisyāñ,نسیاں,निसयाँ,csccvn
;hijaab-e,1,ḥijāb-e,حجابِ,हिजाब-ए,cscvcz
raahbar,1,rāhbar,راہبر,राह्बर,cvccsc
na;gmah-sanj,1,naġhmah-sanj,نغمہ سنج,नग़्मा-संज,csccsc<h+wb>bcscc
iijaad,4,ījād,ایجاد,ईजाद,vcvc
bairuun-e,1,bairūn-e,بیرونِ,बैरून-ए,cvcvcz
nadiim,2,nadīm,ندیم,नदीम,cscvc
juu))ibaar-e,1,jūʾibār-e,جوئبارِ,जूइबार-ए,cvcscvcz
sabz-e,1,sabz-e,سبزِ,सब्ज़-ए,csccz
fur.sat-juu,1,furṣat-jū,فرصت جو,फ़ुर्सत-जू,csccscbcv
sako,1,sako,سکو,सको,cscv
bulaataa,1,bulātā,بلاتا,बुलाता,cscvcv
peshe,1,peshe,پیشے,पेशे,cvcv
aisii,8,aisī,ایسی,ऐसी,vcv
larze,1,larze,لرزے,लर्ज़े,csccv
sake,4,sake,سکے,सके,cscv
daad,10,dād,داد,दाद,cvc
na((sh,2,naʿsh,نعش,नाश,cscc
fikr-e,7,fikr-e,فکرِ,फ़िक्र-ए,csccz
aab-giinah,2,āb-gīnah,آب گینہ,आब-गीना,vcbcvcsc<h+wb>
biimaarii-e,1,bīmārī-e,بیماریِ,बीमारी-ए,cvcvcv<ii+z>z
du((aa,7,duʿā,دعا,दुआ,cscv
sul:taa;n,1,sult̤āñ,سلطاں,सुलताँ,csccvn
manzil,3,manzil,منزل,मंज़िल,csccsc
;xuu;n-gashtah,2,ḳhūñ-gashtah,خوں گشتہ,ख़ूँ-गश्ता,cvnbcsccsc<h+wb>
jaan-e,2,jān-e,جانِ,जान-ए,cvcz
va((dah-e,6,vaʿdah-e,وعدۂ,वादा-ए,csccscz
zamaanah-e,1,zamānah-e,زمانۂ,ज़माना-ए,cscvcscz
saf;hah-e,1,safḥah-e,سفحۂ,सफ़्हा-ए,csccscz
fikr,2,fikr,فکر,फ़िक्र,cscc
dau;re,3,dauṛe,دوڑے,दौड़े,cvcv
shu((aa,1,shuʿā,شعا,शुआ,cscv
bad-mast,1,bad-mast,بد مست,बद-मस्त,cscbcscc
daam,6,dām,دام,दाम,cvc
maanii,1,mānī,مانی,मानी,cvcv
aatish-e,9,ātish-e,آتشِ,आतिश-ए,vcscz
mukarrar,5,mukarrar,مکرّر,मुकर्रर,cscsccsc
aafat,2,āfat,آفت,आफ़त,vcsc
mahjuur-e,1,mahjūr-e,مہجورِ,महजूर-ए,csccvcz
kashmakash-e,3,kashmakash-e,کشمکشِ,कश्मकश-ए,csccscscz
rab:t,1,rabt̤,ربط,रब्त,cscc
naa-shinaas,1,nā-shinās,نا شناس,ना-शिनास,cvbcscvc
barastii,1,barastī,برستی,बरस्ती,cscsccv
tiraa,17,tirā,ترا,तिरा,cscv
takraar,1,takrār,تکرار,तकरार,csccvc
shiguftan-e,2,shiguftan-e,شگفتنِ,शिगुफ़्तन-ए,cscsccscz
daryaa-e,5,daryā-e,دریائے,दरया-ए,csccv<aa+z>z
josh-o-;xarosh,1,josh-o-ḳharosh,جوش و خروش,जोश‐ओ‐ख़रोश,cvcocscvc
sitam-gar,2,sitam-gar,ستم گر,सितम-गर,cscscbcsc
be-adabo;n,1,be-adaboñ,بے ادبوں,बे-अदबों,cvbscscvn
gayaa,55,gayā,گیا,गया,cscv
:tauf-e,1,t̤auf-e,طوفِ,तौफ़-ए,cvcz
lab-aavurdagaa;n,1,lab-āvurdagāñ,لب آوردگاں,लब-आवुर्दगाँ,cscbvcsccscvn
vaa((i:z,4,vāʿiz̤,واعظ,वाइज़,cvcsc
ma;gruur,1,maġhrūr,مغرور,मग़रूर,csccvc
bai.zah-e,3,baiẓah-e,بیضۂ,बैज़ा-ए,cvcscz
:zan,1,z̤an,ظن,ज़न,csc
samajhnii,1,samajhnī,سمجھنی,समझनी,cscsccv
mar,19,mar,مر,मर,csc
mat,20,mat,مت,मत,csc
a((.zaa,1,aʿẓā,اعضا,आज़ा,sccv
maa,1,mā,ما,मा,cv
mai,35,mai,مے,मै,cv
mah,5,mah,مہ,मह,csc<h+wb>
